29 Jul 2021 - 04:51:49.654 [main] INFO  B.e.gradeBook.EGradeBookApplication - Starting EGradeBookApplication using Java 15.0.2 on DESKTOP-GAE95KF with PID 2288 (C:\Users\admin\Desktop\BRAINS2021\Spring\EGradeBook\target\classes started by admin in C:\Users\admin\Desktop\BRAINS2021\Spring\EGradeBook)
29 Jul 2021 - 05:42:30.807 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
29 Jul 2021 - 05:42:31.094 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
29 Jul 2021 - 05:42:31.972 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
29 Jul 2021 - 05:42:32.004 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
29 Jul 2021 - 05:42:32.593 [main] INFO  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 02de4a57-0000-4343-b8d1-01b793058af2

29 Jul 2021 - 05:42:32.658 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@285ac29, org.springframework.security.web.context.SecurityContextPersistenceFilter@7151dd9d, org.springframework.security.web.header.HeaderWriterFilter@41d8ac75, org.springframework.security.web.authentication.logout.LogoutFilter@4767be27, Brains2021.electronic.gradeBook.config.JWTAuthorizationFilter@1ced1d14, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6bf34912, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@34a482d0, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@237b54bc, org.springframework.security.web.session.SessionManagementFilter@64b20d9c, org.springframework.security.web.access.ExceptionTranslationFilter@2b569858, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@21e15093]
29 Jul 2021 - 05:42:32.969 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8090 (http) with context path ''
29 Jul 2021 - 05:42:32.976 [main] INFO  B.e.gradeBook.EGradeBookApplication - Started EGradeBookApplication in 4.08 seconds (JVM running for 4.753)
29 Jul 2021 - 05:43:30.884 [http-nio-8090-exec-2] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
29 Jul 2021 - 05:43:31.004 [http-nio-8090-exec-2] INFO  B.e.g.c.TeacherSubjectController - **GET TEACHER-SUBJECT BY ID** Access to the endpoint successful.
29 Jul 2021 - 05:43:31.004 [http-nio-8090-exec-2] INFO  B.e.g.c.TeacherSubjectController - **GET TEACHER-SUBJECT BY ID** Attempt to find a teacher-subject combination in database.
29 Jul 2021 - 05:43:31.035 [http-nio-8090-exec-2] WARN  B.e.g.c.TeacherSubjectController - **GET TEACHER-SUBJECT BY ID** No teacher-subject combination with given id in database.
29 Jul 2021 - 05:43:35.366 [http-nio-8090-exec-3] INFO  B.e.g.c.TeacherSubjectController - **GET TEACHER-SUBJECT BY ID** Access to the endpoint successful.
29 Jul 2021 - 05:43:35.367 [http-nio-8090-exec-3] INFO  B.e.g.c.TeacherSubjectController - **GET TEACHER-SUBJECT BY ID** Attempt to find a teacher-subject combination in database.
29 Jul 2021 - 05:43:35.393 [http-nio-8090-exec-3] INFO  B.e.g.c.TeacherSubjectController - **GET TEACHER-SUBJECT BY ID** teacher-subject combination found.
29 Jul 2021 - 05:43:35.393 [http-nio-8090-exec-3] INFO  B.e.g.c.TeacherSubjectController - **GET TEACHER-SUBJECT BY ID** All done, output to DTO.
29 Jul 2021 - 05:43:35.393 [http-nio-8090-exec-3] INFO  B.e.g.s.t.TeacherSubjectServiceImp - ##TEACHER - SUBJECT SERVICE## Service for translation to DTO.
29 Jul 2021 - 05:43:35.404 [http-nio-8090-exec-3] INFO  B.e.g.s.t.TeacherSubjectServiceImp - ##TEACHER - SUBJECT SERVICE## Translation done, returning to controller.
29 Jul 2021 - 05:43:43.992 [http-nio-8090-exec-4] INFO  B.e.g.c.TeacherSubjectController - **GET TEACHER-SUBJECT BY ID** Access to the endpoint successful.
29 Jul 2021 - 05:43:43.992 [http-nio-8090-exec-4] INFO  B.e.g.c.TeacherSubjectController - **GET TEACHER-SUBJECT BY ID** Attempt to find a teacher-subject combination in database.
29 Jul 2021 - 05:43:43.995 [http-nio-8090-exec-4] INFO  B.e.g.c.TeacherSubjectController - **GET TEACHER-SUBJECT BY ID** teacher-subject combination found.
29 Jul 2021 - 05:43:43.996 [http-nio-8090-exec-4] INFO  B.e.g.c.TeacherSubjectController - **GET TEACHER-SUBJECT BY ID** All done, output to DTO.
29 Jul 2021 - 05:43:43.996 [http-nio-8090-exec-4] INFO  B.e.g.s.t.TeacherSubjectServiceImp - ##TEACHER - SUBJECT SERVICE## Service for translation to DTO.
29 Jul 2021 - 05:43:44.006 [http-nio-8090-exec-4] INFO  B.e.g.s.t.TeacherSubjectServiceImp - ##TEACHER - SUBJECT SERVICE## Translation done, returning to controller.
29 Jul 2021 - 05:43:46.277 [http-nio-8090-exec-5] INFO  B.e.g.c.TeacherSubjectController - **GET TEACHER-SUBJECT BY ID** Access to the endpoint successful.
29 Jul 2021 - 05:43:46.277 [http-nio-8090-exec-5] INFO  B.e.g.c.TeacherSubjectController - **GET TEACHER-SUBJECT BY ID** Attempt to find a teacher-subject combination in database.
29 Jul 2021 - 05:43:46.283 [http-nio-8090-exec-5] INFO  B.e.g.c.TeacherSubjectController - **GET TEACHER-SUBJECT BY ID** teacher-subject combination found.
29 Jul 2021 - 05:43:46.283 [http-nio-8090-exec-5] INFO  B.e.g.c.TeacherSubjectController - **GET TEACHER-SUBJECT BY ID** All done, output to DTO.
29 Jul 2021 - 05:43:46.283 [http-nio-8090-exec-5] INFO  B.e.g.s.t.TeacherSubjectServiceImp - ##TEACHER - SUBJECT SERVICE## Service for translation to DTO.
29 Jul 2021 - 05:43:46.291 [http-nio-8090-exec-5] INFO  B.e.g.s.t.TeacherSubjectServiceImp - ##TEACHER - SUBJECT SERVICE## Translation done, returning to controller.
29 Jul 2021 - 05:43:53.615 [http-nio-8090-exec-6] INFO  B.e.g.c.TeacherSubjectController - **GET TEACHER-SUBJECT BY ID** Access to the endpoint successful.
29 Jul 2021 - 05:43:53.616 [http-nio-8090-exec-6] INFO  B.e.g.c.TeacherSubjectController - **GET TEACHER-SUBJECT BY ID** Attempt to find a teacher-subject combination in database.
29 Jul 2021 - 05:43:53.620 [http-nio-8090-exec-6] INFO  B.e.g.c.TeacherSubjectController - **GET TEACHER-SUBJECT BY ID** teacher-subject combination found.
29 Jul 2021 - 05:43:53.620 [http-nio-8090-exec-6] INFO  B.e.g.c.TeacherSubjectController - **GET TEACHER-SUBJECT BY ID** All done, output to DTO.
29 Jul 2021 - 05:43:53.620 [http-nio-8090-exec-6] INFO  B.e.g.s.t.TeacherSubjectServiceImp - ##TEACHER - SUBJECT SERVICE## Service for translation to DTO.
29 Jul 2021 - 05:43:53.627 [http-nio-8090-exec-6] INFO  B.e.g.s.t.TeacherSubjectServiceImp - ##TEACHER - SUBJECT SERVICE## Translation done, returning to controller.
29 Jul 2021 - 06:23:37.034 [RMI TCP Connection(43)-127.0.0.1] INFO  o.s.b.a.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin - Application shutdown requested.
29 Jul 2021 - 06:23:37.078 [RMI TCP Connection(43)-127.0.0.1] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
29 Jul 2021 - 06:23:37.079 [RMI TCP Connection(43)-127.0.0.1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
29 Jul 2021 - 06:23:37.083 [RMI TCP Connection(43)-127.0.0.1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
29 Jul 2021 - 06:23:53.873 [main] INFO  B.e.gradeBook.EGradeBookApplication - Starting EGradeBookApplication using Java 15.0.2 on DESKTOP-GAE95KF with PID 20076 (C:\Users\admin\Desktop\BRAINS2021\Spring\EGradeBook\target\classes started by admin in C:\Users\admin\Desktop\BRAINS2021\Spring\EGradeBook)
29 Jul 2021 - 06:23:53.875 [main] INFO  B.e.gradeBook.EGradeBookApplication - No active profile set, falling back to default profiles: default
29 Jul 2021 - 06:23:54.491 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
29 Jul 2021 - 06:23:54.570 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 73 ms. Found 11 JPA repository interfaces.
29 Jul 2021 - 06:23:54.820 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@5cc9d3d0' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
29 Jul 2021 - 06:23:54.824 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
29 Jul 2021 - 06:23:55.000 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8090 (http)
29 Jul 2021 - 06:23:55.008 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
29 Jul 2021 - 06:23:55.008 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.48]
29 Jul 2021 - 06:23:55.105 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
29 Jul 2021 - 06:23:55.106 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1196 ms
29 Jul 2021 - 06:23:55.472 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
29 Jul 2021 - 06:23:55.752 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
29 Jul 2021 - 06:23:56.659 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
29 Jul 2021 - 06:23:56.692 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
29 Jul 2021 - 06:23:57.323 [main] INFO  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 541c4da9-c859-4ae6-b733-8aad311453a9

29 Jul 2021 - 06:23:57.390 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@711fbcef, org.springframework.security.web.context.SecurityContextPersistenceFilter@51ac72f7, org.springframework.security.web.header.HeaderWriterFilter@452a32f2, org.springframework.security.web.authentication.logout.LogoutFilter@77a1df4d, Brains2021.electronic.gradeBook.config.JWTAuthorizationFilter@43d2c8e3, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@7b9f7087, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4687fee7, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@8bb5c2a, org.springframework.security.web.session.SessionManagementFilter@4fb42efa, org.springframework.security.web.access.ExceptionTranslationFilter@796a7c9, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@2f70d78c]
29 Jul 2021 - 06:23:57.704 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8090 (http) with context path ''
29 Jul 2021 - 06:23:57.711 [main] INFO  B.e.gradeBook.EGradeBookApplication - Started EGradeBookApplication in 4.178 seconds (JVM running for 4.8)
29 Jul 2021 - 06:24:54.987 [http-nio-8090-exec-2] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
29 Jul 2021 - 06:24:55.101 [http-nio-8090-exec-2] INFO  B.e.g.c.StudentGroupController - **GET ALL STUDENT GROUPS** Access to the endpoint successful.
29 Jul 2021 - 06:24:55.101 [http-nio-8090-exec-2] INFO  B.e.g.c.StudentGroupController - **GET ALL STUDENT GROUPS** Attempt to find student groups.
29 Jul 2021 - 06:24:55.187 [http-nio-8090-exec-2] INFO  B.e.g.c.StudentGroupController - **GET ALL STUDENT GROUPS** Attempt successful, student groups are present.
29 Jul 2021 - 06:24:55.187 [http-nio-8090-exec-2] INFO  B.e.g.c.StudentGroupController - **GET ALL STUDENT GROUPSS** Attempt to invoke service to translate student groups to DTOSs.
29 Jul 2021 - 06:24:55.191 [http-nio-8090-exec-2] INFO  B.e.g.s.s.StudentGroupServiceImp - ##STUDENT GROUP SERVICE## Service for translation to DTO.
29 Jul 2021 - 06:24:55.306 [http-nio-8090-exec-2] INFO  B.e.g.s.s.StudentGroupServiceImp - ##STUDENT GROUP SERVICE## Translation done, returning to controller.
29 Jul 2021 - 06:24:55.306 [http-nio-8090-exec-2] INFO  B.e.g.c.StudentGroupController - **GET ALL STUDENT GROUPS** Attempt successful, list retrieved. Exiting controller
29 Jul 2021 - 06:26:01.698 [RMI TCP Connection(5)-127.0.0.1] INFO  o.s.b.a.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin - Application shutdown requested.
29 Jul 2021 - 06:26:01.733 [RMI TCP Connection(5)-127.0.0.1] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
29 Jul 2021 - 06:26:01.733 [RMI TCP Connection(5)-127.0.0.1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
29 Jul 2021 - 06:26:01.738 [RMI TCP Connection(5)-127.0.0.1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
29 Jul 2021 - 06:26:06.169 [main] INFO  B.e.gradeBook.EGradeBookApplication - Starting EGradeBookApplication using Java 15.0.2 on DESKTOP-GAE95KF with PID 2620 (C:\Users\admin\Desktop\BRAINS2021\Spring\EGradeBook\target\classes started by admin in C:\Users\admin\Desktop\BRAINS2021\Spring\EGradeBook)
29 Jul 2021 - 06:26:06.171 [main] INFO  B.e.gradeBook.EGradeBookApplication - No active profile set, falling back to default profiles: default
29 Jul 2021 - 06:26:06.759 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
29 Jul 2021 - 06:26:06.841 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 75 ms. Found 11 JPA repository interfaces.
29 Jul 2021 - 06:26:07.090 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@444f44c5' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
29 Jul 2021 - 06:26:07.095 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
29 Jul 2021 - 06:26:07.282 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8090 (http)
29 Jul 2021 - 06:26:07.290 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
29 Jul 2021 - 06:26:07.290 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.48]
29 Jul 2021 - 06:26:07.389 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
29 Jul 2021 - 06:26:07.389 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1184 ms
29 Jul 2021 - 06:26:07.755 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
29 Jul 2021 - 06:26:08.031 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
29 Jul 2021 - 06:26:08.936 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
29 Jul 2021 - 06:26:08.968 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
29 Jul 2021 - 06:26:09.546 [main] INFO  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: e91d6faa-d40b-455a-a8bd-d38cc18c6c07

29 Jul 2021 - 06:26:09.613 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@23a9400c, org.springframework.security.web.context.SecurityContextPersistenceFilter@5bbf3869, org.springframework.security.web.header.HeaderWriterFilter@4a0fc665, org.springframework.security.web.authentication.logout.LogoutFilter@4cd7128, Brains2021.electronic.gradeBook.config.JWTAuthorizationFilter@793248d, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@1f5a1ad4, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@471d6571, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@6731b6bd, org.springframework.security.web.session.SessionManagementFilter@40f77135, org.springframework.security.web.access.ExceptionTranslationFilter@37f0fb02, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@2c5b4b91]
29 Jul 2021 - 06:26:09.926 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8090 (http) with context path ''
29 Jul 2021 - 06:26:09.933 [main] INFO  B.e.gradeBook.EGradeBookApplication - Started EGradeBookApplication in 4.089 seconds (JVM running for 4.722)
29 Jul 2021 - 06:28:12.300 [http-nio-8090-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
29 Jul 2021 - 06:28:12.429 [http-nio-8090-exec-1] INFO  B.e.g.c.StudentGroupController - **GET STUDENT GROUP BY ID** Access to the endpoint successful.
29 Jul 2021 - 06:28:12.429 [http-nio-8090-exec-1] INFO  B.e.g.c.StudentGroupController - **GET STUDENT GROUP BY ID** Attempt to see if logged user is student groups homeroom teacher, admin or headmaster.
29 Jul 2021 - 06:28:12.508 [http-nio-8090-exec-1] INFO  B.e.g.c.StudentGroupController - **GET STUDENT GROUP BY ID** Attempt to find a student group in database.
29 Jul 2021 - 06:28:12.524 [http-nio-8090-exec-1] WARN  B.e.g.c.StudentGroupController - **GET STUDENT GROUP BY ID** No student group with given id in database.
29 Jul 2021 - 06:28:18.937 [http-nio-8090-exec-3] INFO  B.e.g.c.StudentGroupController - **GET STUDENT GROUP BY ID** Access to the endpoint successful.
29 Jul 2021 - 06:28:18.937 [http-nio-8090-exec-3] INFO  B.e.g.c.StudentGroupController - **GET STUDENT GROUP BY ID** Attempt to see if logged user is student groups homeroom teacher, admin or headmaster.
29 Jul 2021 - 06:28:18.944 [http-nio-8090-exec-3] INFO  B.e.g.c.StudentGroupController - **GET STUDENT GROUP BY ID** Attempt to find a student group in database.
29 Jul 2021 - 06:28:18.954 [http-nio-8090-exec-3] INFO  B.e.g.c.StudentGroupController - **GET STUDENT GROUP BY ID** Student group found.
29 Jul 2021 - 06:28:18.954 [http-nio-8090-exec-3] INFO  B.e.g.c.StudentGroupController - **GET STUDENT GROUP BY ID** All done, output to DTO.
29 Jul 2021 - 06:28:18.954 [http-nio-8090-exec-3] INFO  B.e.g.s.s.StudentGroupServiceImp - ##STUDENT GROUP SERVICE## Service for translation to DTO.
29 Jul 2021 - 06:28:18.959 [http-nio-8090-exec-3] INFO  B.e.g.s.s.StudentGroupServiceImp - ##STUDENT GROUP SERVICE## Translation done, returning to controller.
29 Jul 2021 - 06:28:25.882 [http-nio-8090-exec-4] INFO  B.e.g.c.StudentGroupController - **GET STUDENT GROUP BY ID** Access to the endpoint successful.
29 Jul 2021 - 06:28:25.883 [http-nio-8090-exec-4] INFO  B.e.g.c.StudentGroupController - **GET STUDENT GROUP BY ID** Attempt to see if logged user is student groups homeroom teacher, admin or headmaster.
29 Jul 2021 - 06:28:25.889 [http-nio-8090-exec-4] INFO  B.e.g.c.StudentGroupController - **GET STUDENT GROUP BY ID** Attempt to find a student group in database.
29 Jul 2021 - 06:28:25.895 [http-nio-8090-exec-4] INFO  B.e.g.c.StudentGroupController - **GET STUDENT GROUP BY ID** Student group found.
29 Jul 2021 - 06:28:25.895 [http-nio-8090-exec-4] INFO  B.e.g.c.StudentGroupController - **GET STUDENT GROUP BY ID** All done, output to DTO.
29 Jul 2021 - 06:28:25.895 [http-nio-8090-exec-4] INFO  B.e.g.s.s.StudentGroupServiceImp - ##STUDENT GROUP SERVICE## Service for translation to DTO.
29 Jul 2021 - 06:28:25.916 [http-nio-8090-exec-4] INFO  B.e.g.s.s.StudentGroupServiceImp - ##STUDENT GROUP SERVICE## Translation done, returning to controller.
29 Jul 2021 - 06:29:12.909 [RMI TCP Connection(5)-127.0.0.1] INFO  o.s.b.a.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin - Application shutdown requested.
29 Jul 2021 - 06:29:12.938 [RMI TCP Connection(5)-127.0.0.1] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
29 Jul 2021 - 06:29:12.940 [RMI TCP Connection(5)-127.0.0.1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
29 Jul 2021 - 06:29:12.945 [RMI TCP Connection(5)-127.0.0.1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
29 Jul 2021 - 06:29:17.254 [main] INFO  B.e.gradeBook.EGradeBookApplication - Starting EGradeBookApplication using Java 15.0.2 on DESKTOP-GAE95KF with PID 3656 (C:\Users\admin\Desktop\BRAINS2021\Spring\EGradeBook\target\classes started by admin in C:\Users\admin\Desktop\BRAINS2021\Spring\EGradeBook)
29 Jul 2021 - 06:29:17.256 [main] INFO  B.e.gradeBook.EGradeBookApplication - No active profile set, falling back to default profiles: default
29 Jul 2021 - 06:29:17.854 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
29 Jul 2021 - 06:29:17.934 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 74 ms. Found 11 JPA repository interfaces.
29 Jul 2021 - 06:29:18.188 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@444f44c5' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
29 Jul 2021 - 06:29:18.193 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
29 Jul 2021 - 06:29:18.372 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8090 (http)
29 Jul 2021 - 06:29:18.380 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
29 Jul 2021 - 06:29:18.381 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.48]
29 Jul 2021 - 06:29:18.477 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
29 Jul 2021 - 06:29:18.477 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1182 ms
29 Jul 2021 - 06:29:18.835 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
29 Jul 2021 - 06:29:19.115 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
29 Jul 2021 - 06:29:20.210 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
29 Jul 2021 - 06:29:20.264 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
29 Jul 2021 - 06:29:20.891 [main] INFO  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 96431fdb-afbd-4e94-8bff-bf9912c884b6

29 Jul 2021 - 06:29:20.961 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@793248d, org.springframework.security.web.context.SecurityContextPersistenceFilter@64dfa1a3, org.springframework.security.web.header.HeaderWriterFilter@207f7baa, org.springframework.security.web.authentication.logout.LogoutFilter@22b4ad0c, Brains2021.electronic.gradeBook.config.JWTAuthorizationFilter@6731b6bd, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@7866ffa, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@213bd66a, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@768f2398, org.springframework.security.web.session.SessionManagementFilter@4138af7, org.springframework.security.web.access.ExceptionTranslationFilter@4687fee7, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@51eeae0a]
29 Jul 2021 - 06:29:21.284 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8090 (http) with context path ''
29 Jul 2021 - 06:29:21.291 [main] INFO  B.e.gradeBook.EGradeBookApplication - Started EGradeBookApplication in 4.356 seconds (JVM running for 4.98)
29 Jul 2021 - 06:29:24.666 [http-nio-8090-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
29 Jul 2021 - 06:29:24.790 [http-nio-8090-exec-1] INFO  B.e.g.c.StudentGroupController - **GET STUDENT GROUP BY ID** Access to the endpoint successful.
29 Jul 2021 - 06:29:24.790 [http-nio-8090-exec-1] INFO  B.e.g.c.StudentGroupController - **GET STUDENT GROUP BY ID** Attempt to see if logged user is student groups homeroom teacher, admin or headmaster.
29 Jul 2021 - 06:29:24.855 [http-nio-8090-exec-1] INFO  B.e.g.c.StudentGroupController - **GET STUDENT GROUP BY ID** Attempt to find a student group in database.
29 Jul 2021 - 06:29:24.872 [http-nio-8090-exec-1] INFO  B.e.g.c.StudentGroupController - **GET STUDENT GROUP BY ID** Student group found.
29 Jul 2021 - 06:29:24.872 [http-nio-8090-exec-1] INFO  B.e.g.c.StudentGroupController - **GET STUDENT GROUP BY ID** All done, output to DTO.
29 Jul 2021 - 06:29:24.877 [http-nio-8090-exec-1] INFO  B.e.g.s.s.StudentGroupServiceImp - ##STUDENT GROUP SERVICE## Service for translation to DTO.
